slug,name,industry,subtype,parent,batch,folder,table_count,row_count,tables
"advanced-animal-care-793ohg","","","","","1","batch-01","25","147","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_health_medical search_index v_industry_facts_slugs"
"advanced-carpet-cleaning-restoration","","","","","1","batch-01","28","232","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_good_for entity_google_maps_links entity_google_reviews entity_highlights entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_trade_home_service search_index service_menu trade_home_services v_industry_facts_slugs"
"adventure-awaits-surfside","","","","","1","batch-01","6","19","entity_completeness_v entity_modules entity_theme industry_vacation_rental search_index v_industry_facts_slugs"
"adventure-earth-bicycles-UBfipI","","","","","1","batch-01","20","174","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"adventure-island","","","","","1","batch-01","36","498","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_faqs entity_good_for entity_google_maps_links entity_google_reviews entity_highlights entity_hours entity_items_norm_v entity_items_v entity_known_for entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_section_items entity_sections entity_seo_keywords entity_sources entity_tags entity_theme faqs industry_entertainment_venue legacy_photo_migration_queue offering_prices offerings pricing_items requirements search_index v_industry_facts_slugs"
"africatown-heritage-house","","","","","1","batch-01","5","5","entity_completeness_v entity_sources entity_tags entity_theme search_index"
"agap-juices-grab-go","","","","","1","batch-01","17","83","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_reviews entity_tags entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"agape-yoga-XdDmzc","","","","","1","batch-01","24","144","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_tags entity_theme industry_fitness_sports search_index v_industry_facts_slugs"
"agave-bar-grill","","","","","1","batch-01","39","689","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full ai_unified_search_items_full catalog_items catalog_section_days catalog_sections entity_amenities entity_attributes entity_completeness_v entity_gallery entity_good_for entity_google_maps_links entity_google_reviews entity_highlights entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_offer_section entity_photos entity_reviews entity_sections entity_specials entity_tags entity_theme industry_food_beverage legacy_photo_migration_queue menu_items menu_section_days menu_section_details menu_sections recovery_import_log search_index v_industry_facts_slugs"
"agave-bar-grill-gulf-shores","","","","","1","batch-01","9","21","catalog_section_days catalog_sections entity_completeness_v entity_conflicts entity_offer_section industry_food_beverage menu_sections search_index v_industry_facts_slugs"
"agave-mexican-restaurant","","","","","1","batch-01","15","61","catalog_section_days catalog_sections entity_amenities entity_completeness_v entity_offer_section entity_sources entity_specials entity_tags entity_theme industry_food_beverage menu_section_days menu_section_details menu_sections search_index v_industry_facts_slugs"
"ahavat-shalom-congregation","","","","","1","batch-01","6","6","entity_completeness_v entity_theme industry_civic recovery_import_log search_index v_industry_facts_slugs"
"airbnb","","","","","1","batch-01","15","72","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_completeness_v entity_good_for entity_highlights entity_hours entity_modules entity_photos entity_tags entity_theme industry_vacation_rental search_index v_industry_facts_slugs"
"airboat-adventures-vhGZLc","","","","","1","batch-01","20","130","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_tour_operator search_index v_industry_facts_slugs"
"airbrush-shoppe","","","","","1","batch-01","25","129","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_seo entity_tags entity_theme legacy_photo_migration_queue search_index"
"aj-s-bikes-plus-on-9th-avenue","","","","","1","batch-01","21","129","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_secondary_hours entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"aji-sai-asian-cuisine-jWDVFc","","","","","1","batch-01","19","242","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_tags entity_theme industry_food_beverage search_index v_industry_facts_slugs"
"al-and-cathy","","","","","1","batch-01","1","1","artist_profiles"
"al-s-liquor","","","","","1","batch-01","7","7","entity_completeness_v entity_sources entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"al-s-liquor-tobacco-beer","","","","","1","batch-01","22","107","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sections entity_seo_keywords entity_tags entity_theme industry_retail search_index v_industry_facts_slugs"
"al-s-liquor-tobacco-wine","","","","","1","batch-01","38","889","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full catalog_items catalog_section_days catalog_sections drink_items drink_sections entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_offer_section entity_photos entity_reviews entity_sections entity_seo_keywords entity_tags entity_theme industry_retail inventory_items legacy_photo_migration_queue menu_items menu_section_days menu_section_details menu_sections products search_index v_industry_facts_slugs"
"alabama-adventure-splash-adventure-eeF9BQ","","","","","1","batch-01","7","51","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full entity_completeness_v entity_tags entity_theme search_index"
"alabama-aquarium-at-the-dauphin-island-sea-lab-Vc34g8","","","","","1","batch-01","25","142","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_sources entity_tags entity_theme industry_attraction search_index v_industry_facts_slugs"
"alabama-beach-cart-rentals","","","","","1","batch-01","20","90","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_seo entity_sources entity_tags entity_theme search_index"
"alabama-beach-vacation-rentals","","","","","1","batch-01","21","152","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_tour_operator legacy_photo_migration_queue search_index v_industry_facts_slugs"
"alabama-charters","","","","","1","batch-01","21","139","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_modules entity_nearby_landmark_types entity_nearby_landmarks entity_photos entity_reviews entity_sources entity_tags entity_theme industry_charter_fishing legacy_photo_migration_queue search_index v_industry_facts_slugs"
"alabama-coast-campground","","","","","1","batch-01","28","178","ai_data_completeness_audit_full ai_entity_intent_tags_full ai_entity_profiles_full ai_photo_index_full bookable_resources bookable_resources_json_backup entity_address_areas entity_attributes entity_completeness_v entity_google_maps_links entity_google_reviews entity_hours entity_items_norm_v entity_items_v entity_modules entity_nearby_landmarks entity_offer entity_photos entity_reviews entity_section_items entity_section_items_metadata_backup entity_sections entity_tags entity_theme industry_vacation_rental rental_units search_index v_industry_facts_slugs"
